report_id,period_label,period_start,period_end,report_period_type,file_type,crime_id,city_name,crime_period_type,metric_group,metric_name,metric_code,value,unit
302,январь-февраль 2023,2023-01-01,2023-02-28,month_cum,xlsx,1306,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,25519.0,count
305,январь-май 2023,2023-01-01,2023-05-31,month_cum,xlsx,1327,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,42055.0,count
301,январь 2023,2023-01-01,2023-01-31,month_cum,xlsx,1299,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,20241.0,count
312,январь-декабрь 2023,2023-01-01,2023-12-31,month_cum,xlsx,1376,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,81572.0,count
311,январь-ноябрь 2023,2023-01-01,2023-11-30,month_cum,xlsx,1369,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,75786.0,count
306,январь-июнь 2023,2023-01-01,2023-06-30,month_cum,xlsx,1334,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,47189.0,count
319,январь-август 2024,2024-01-01,2024-08-31,month_cum,xlsx,1428,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,6221.0,count
314,январь-февраль 2024,2024-01-01,2024-02-29,month_cum,xlsx,1393,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,3024.0,count
315,январь-март 2024,2024-01-01,2024-03-31,month_cum,xlsx,1400,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,3455.0,count
313,январь 2024,2024-01-01,2024-01-31,month_cum,xlsx,1386,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,2589.0,count
322,январь-ноябрь 2024,2024-01-01,2024-11-30,month_cum,xlsx,1449,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,7998.0,count
317,январь-май 2024,2024-01-01,2024-05-31,month_cum,xlsx,1414,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,4339.0,count
321,январь-октябрь 2024,2024-01-01,2024-10-31,month_cum,xlsx,1442,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,7497.0,count
318,январь-июль 2024,2024-01-01,2024-07-31,month_cum,xlsx,1421,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,5494.0,count
320,январь-сентябрь 2024,2024-01-01,2024-09-30,month_cum,xlsx,1435,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,6762.0,count
323,январь-декабрь 2024,2024-01-01,2024-12-31,month_cum,xlsx,1456,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,8201.0,count
316,январь-апрель 2024,2024-01-01,2024-04-30,month_cum,xlsx,1407,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,3876.0,count
320,январь-сентябрь 2024,2024-01-01,2024-09-30,month_cum,xlsx,1434,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,4384.0,count
313,январь 2024,2024-01-01,2024-01-31,month_cum,xlsx,1385,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,1964.0,count
322,январь-ноябрь 2024,2024-01-01,2024-11-30,month_cum,xlsx,1448,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,4710.0,count
321,январь-октябрь 2024,2024-01-01,2024-10-31,month_cum,xlsx,1441,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,4557.0,count
314,январь-февраль 2024,2024-01-01,2024-02-29,month_cum,xlsx,1392,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,2162.0,count
318,январь-июль 2024,2024-01-01,2024-07-31,month_cum,xlsx,1420,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,3739.0,count
323,январь-декабрь 2024,2024-01-01,2024-12-31,month_cum,xlsx,1455,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,4868.0,count
315,январь-март 2024,2024-01-01,2024-03-31,month_cum,xlsx,1399,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,2732.0,count
316,январь-апрель 2024,2024-01-01,2024-04-30,month_cum,xlsx,1406,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,2968.0,count
319,январь-август 2024,2024-01-01,2024-08-31,month_cum,xlsx,1427,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,3957.0,count
317,январь-май 2024,2024-01-01,2024-05-31,month_cum,xlsx,1413,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,3267.0,count
319,январь-август 2024,2024-01-01,2024-08-31,month_cum,xlsx,1429,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1401.0,count
321,январь-октябрь 2024,2024-01-01,2024-10-31,month_cum,xlsx,1443,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1553.0,count
317,январь-май 2024,2024-01-01,2024-05-31,month_cum,xlsx,1415,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1162.0,count
320,январь-сентябрь 2024,2024-01-01,2024-09-30,month_cum,xlsx,1436,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1603.0,count
316,январь-апрель 2024,2024-01-01,2024-04-30,month_cum,xlsx,1408,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1007.0,count
323,январь-декабрь 2024,2024-01-01,2024-12-31,month_cum,xlsx,1457,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1581.0,count
318,январь-июль 2024,2024-01-01,2024-07-31,month_cum,xlsx,1422,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1342.0,count
322,январь-ноябрь 2024,2024-01-01,2024-11-30,month_cum,xlsx,1450,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1567.0,count
314,январь-февраль 2024,2024-01-01,2024-02-29,month_cum,xlsx,1394,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,807.0,count
315,январь-март 2024,2024-01-01,2024-03-31,month_cum,xlsx,1401,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,915.0,count
313,январь 2024,2024-01-01,2024-01-31,month_cum,xlsx,1387,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,786.0,count
317,январь-май 2024,2024-01-01,2024-05-31,month_cum,xlsx,1412,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,15324.0,count
322,январь-ноябрь 2024,2024-01-01,2024-11-30,month_cum,xlsx,1447,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,27241.0,count
321,январь-октябрь 2024,2024-01-01,2024-10-31,month_cum,xlsx,1440,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,25306.0,count
313,январь 2024,2024-01-01,2024-01-31,month_cum,xlsx,1384,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,8571.0,count
314,январь-февраль 2024,2024-01-01,2024-02-29,month_cum,xlsx,1391,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,10128.0,count
315,январь-март 2024,2024-01-01,2024-03-31,month_cum,xlsx,1398,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,12073.0,count
316,январь-апрель 2024,2024-01-01,2024-04-30,month_cum,xlsx,1405,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,13683.0,count
323,январь-декабрь 2024,2024-01-01,2024-12-31,month_cum,xlsx,1454,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,28827.0,count
318,январь-июль 2024,2024-01-01,2024-07-31,month_cum,xlsx,1419,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,18849.0,count
319,январь-август 2024,2024-01-01,2024-08-31,month_cum,xlsx,1426,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,21069.0,count
320,январь-сентябрь 2024,2024-01-01,2024-09-30,month_cum,xlsx,1433,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,23259.0,count
321,январь-октябрь 2024,2024-01-01,2024-10-31,month_cum,xlsx,1445,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,20855.0,count
317,январь-май 2024,2024-01-01,2024-05-31,month_cum,xlsx,1417,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,10290.0,count
316,январь-апрель 2024,2024-01-01,2024-04-30,month_cum,xlsx,1410,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,8324.0,count
315,январь-март 2024,2024-01-01,2024-03-31,month_cum,xlsx,1403,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,6273.0,count
314,январь-февраль 2024,2024-01-01,2024-02-29,month_cum,xlsx,1396,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,3869.0,count
319,январь-август 2024,2024-01-01,2024-08-31,month_cum,xlsx,1431,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,16473.0,count
313,январь 2024,2024-01-01,2024-01-31,month_cum,xlsx,1389,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,1885.0,count
320,январь-сентябрь 2024,2024-01-01,2024-09-30,month_cum,xlsx,1438,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,18848.0,count
323,январь-декабрь 2024,2024-01-01,2024-12-31,month_cum,xlsx,1459,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,24584.0,count
318,январь-июль 2024,2024-01-01,2024-07-31,month_cum,xlsx,1424,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,14519.0,count
322,январь-ноябрь 2024,2024-01-01,2024-11-30,month_cum,xlsx,1452,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,22695.0,count
319,январь-август 2024,2024-01-01,2024-08-31,month_cum,xlsx,1430,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,14574.0,count
313,январь 2024,2024-01-01,2024-01-31,month_cum,xlsx,1388,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,4525.0,count
314,январь-февраль 2024,2024-01-01,2024-02-29,month_cum,xlsx,1395,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,5890.0,count
315,январь-март 2024,2024-01-01,2024-03-31,month_cum,xlsx,1402,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,7333.0,count
316,январь-апрель 2024,2024-01-01,2024-04-30,month_cum,xlsx,1409,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,8700.0,count
317,январь-май 2024,2024-01-01,2024-05-31,month_cum,xlsx,1416,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,10144.0,count
318,январь-июль 2024,2024-01-01,2024-07-31,month_cum,xlsx,1423,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,13003.0,count
320,январь-сентябрь 2024,2024-01-01,2024-09-30,month_cum,xlsx,1437,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,16312.0,count
321,январь-октябрь 2024,2024-01-01,2024-10-31,month_cum,xlsx,1444,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,18184.0,count
322,январь-ноябрь 2024,2024-01-01,2024-11-30,month_cum,xlsx,1451,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,19933.0,count
323,январь-декабрь 2024,2024-01-01,2024-12-31,month_cum,xlsx,1458,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,21520.0,count
316,январь-апрель 2024,2024-01-01,2024-04-30,month_cum,xlsx,1404,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,35791.0,count
320,январь-сентябрь 2024,2024-01-01,2024-09-30,month_cum,xlsx,1432,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,62548.0,count
319,январь-август 2024,2024-01-01,2024-08-31,month_cum,xlsx,1425,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,57076.0,count
321,январь-октябрь 2024,2024-01-01,2024-10-31,month_cum,xlsx,1439,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,68464.0,count
318,январь-июль 2024,2024-01-01,2024-07-31,month_cum,xlsx,1418,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,51403.0,count
323,январь-декабрь 2024,2024-01-01,2024-12-31,month_cum,xlsx,1453,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,78723.0,count
317,январь-май 2024,2024-01-01,2024-05-31,month_cum,xlsx,1411,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,41154.0,count
315,январь-март 2024,2024-01-01,2024-03-31,month_cum,xlsx,1397,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,30540.0,count
314,январь-февраль 2024,2024-01-01,2024-02-29,month_cum,xlsx,1390,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,24776.0,count
313,январь 2024,2024-01-01,2024-01-31,month_cum,xlsx,1383,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,19665.0,count
322,январь-ноябрь 2024,2024-01-01,2024-11-30,month_cum,xlsx,1446,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,73946.0,count
327,январь-октябрь 2025,2025-01-01,2025-10-31,month_cum,xlsx,1484,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,7944.0,count
328,январь-ноябрь 2025,2025-01-01,2025-11-30,month_cum,xlsx,1491,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,8325.0,count
324,январь-июль 2025,2025-01-01,2025-07-31,month_cum,xlsx,1463,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,5742.0,count
325,январь-август 2025,2025-01-01,2025-08-31,month_cum,xlsx,1470,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,6284.0,count
326,январь-сентябрь 2025,2025-01-01,2025-09-30,month_cum,xlsx,1477,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,6774.0,count
325,январь-август 2025,2025-01-01,2025-08-31,month_cum,xlsx,1469,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,3791.0,count
324,январь-июль 2025,2025-01-01,2025-07-31,month_cum,xlsx,1462,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,3561.0,count
327,январь-октябрь 2025,2025-01-01,2025-10-31,month_cum,xlsx,1483,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,4349.0,count
328,январь-ноябрь 2025,2025-01-01,2025-11-30,month_cum,xlsx,1490,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,4545.0,count
326,январь-сентябрь 2025,2025-01-01,2025-09-30,month_cum,xlsx,1476,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,4110.0,count
324,январь-июль 2025,2025-01-01,2025-07-31,month_cum,xlsx,1464,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1029.0,count
325,январь-август 2025,2025-01-01,2025-08-31,month_cum,xlsx,1471,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1079.0,count
326,январь-сентябрь 2025,2025-01-01,2025-09-30,month_cum,xlsx,1478,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1176.0,count
328,январь-ноябрь 2025,2025-01-01,2025-11-30,month_cum,xlsx,1492,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1244.0,count
327,январь-октябрь 2025,2025-01-01,2025-10-31,month_cum,xlsx,1485,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1216.0,count
326,январь-сентябрь 2025,2025-01-01,2025-09-30,month_cum,xlsx,1475,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,23361.0,count
325,январь-август 2025,2025-01-01,2025-08-31,month_cum,xlsx,1468,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,21620.0,count
324,январь-июль 2025,2025-01-01,2025-07-31,month_cum,xlsx,1461,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,19850.0,count
327,январь-октябрь 2025,2025-01-01,2025-10-31,month_cum,xlsx,1482,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,25691.0,count
328,январь-ноябрь 2025,2025-01-01,2025-11-30,month_cum,xlsx,1489,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,26938.0,count
326,январь-сентябрь 2025,2025-01-01,2025-09-30,month_cum,xlsx,1480,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,20827.0,count
324,январь-июль 2025,2025-01-01,2025-07-31,month_cum,xlsx,1466,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,16978.0,count
325,январь-август 2025,2025-01-01,2025-08-31,month_cum,xlsx,1473,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,18861.0,count
327,январь-октябрь 2025,2025-01-01,2025-10-31,month_cum,xlsx,1487,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,22777.0,count
328,январь-ноябрь 2025,2025-01-01,2025-11-30,month_cum,xlsx,1494,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,24485.0,count
327,январь-октябрь 2025,2025-01-01,2025-10-31,month_cum,xlsx,1486,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,16788.0,count
324,январь-июль 2025,2025-01-01,2025-07-31,month_cum,xlsx,1465,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,12799.0,count
325,январь-август 2025,2025-01-01,2025-08-31,month_cum,xlsx,1472,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,14140.0,count
328,январь-ноябрь 2025,2025-01-01,2025-11-30,month_cum,xlsx,1493,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,17893.0,count
326,январь-сентябрь 2025,2025-01-01,2025-09-30,month_cum,xlsx,1479,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,15431.0,count
324,январь-июль 2025,2025-01-01,2025-07-31,month_cum,xlsx,1460,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,51499.0,count
325,январь-август 2025,2025-01-01,2025-08-31,month_cum,xlsx,1467,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,56118.0,count
326,январь-сентябрь 2025,2025-01-01,2025-09-30,month_cum,xlsx,1474,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,60572.0,count
327,январь-октябрь 2025,2025-01-01,2025-10-31,month_cum,xlsx,1481,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,65921.0,count
328,январь-ноябрь 2025,2025-01-01,2025-11-30,month_cum,xlsx,1488,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,69693.0,count
329,январь-июнь 2026,2026-01-01,2026-06-30,month_cum,xlsx,1498,Санкт-Петербург,month_cum,Наркопреступления,"Всего преступлений, связанных с незаконным оборотом наркотиков",drugs_total,4907.0,count
329,январь-июнь 2026,2026-01-01,2026-06-30,month_cum,xlsx,1497,Санкт-Петербург,month_cum,Экономические преступления,Всего преступлений экономической направленности,econ_total,3685.0,count
329,январь-июнь 2026,2026-01-01,2026-06-30,month_cum,xlsx,1499,Санкт-Петербург,month_cum,Преступления против собственности,Всего преступлений против собственности,property_total,1324.0,count
329,январь-июнь 2026,2026-01-01,2026-06-30,month_cum,xlsx,1496,Санкт-Петербург,month_cum,Тяжкие и особо тяжкие,Всего тяжких и особо тяжких преступлений,serious_total,17157.0,count
329,январь-июнь 2026,2026-01-01,2026-06-30,month_cum,xlsx,1501,Санкт-Петербург,month_cum,Раскрываемость,Всего раскрыто,solved_crimes,12567.0,count
329,январь-июнь 2026,2026-01-01,2026-06-30,month_cum,xlsx,1500,Санкт-Петербург,month_cum,Кражи,Всего краж (ст. 158),theft_total,11521.0,count
329,январь-июнь 2026,2026-01-01,2026-06-30,month_cum,xlsx,1495,Санкт-Петербург,month_cum,Общая преступность,Всего преступлений,total_crimes,46350.0,count
